Run,Filename,File Size (B),Transfer Time (s),Throughput (B/s),Total Bytes,Bytes Sent,Bytes Received,Num Peers
309,B_10kB,10240,1.007051944732666,10168.29375441833,1007,655,352,1
310,B_10kB,10240,1.1323871612548828,9042.843605408147,2282,1485,797,1
311,B_10kB,10240,1.0032389163970947,10206.94057281454,1876,911,965,1
312,B_10kB,10240,1.0058491230010986,10180.453276578355,1108,798,310,1
313,B_10kB,10240,1.009171724319458,10146.935108497431,1701,1340,361,1
314,B_10kB,10240,1.0069248676300049,10169.577025247025,1920,1114,806,1
315,B_10kB,10240,1.0225770473480225,10013.915358805167,808,695,113,1
316,B_10kB,10240,1.006566047668457,10173.202268961146,2673,1633,1040,1
317,B_10kB,10240,1.0028386116027832,10211.014894643871,1511,700,811,1
318,B_10kB,10240,1.013397216796875,10104.626133044238,1229,663,566,1
319,B_10kB,10240,1.0031187534332275,10208.163255799029,1452,927,525,1
320,B_10kB,10240,1.0030999183654785,10208.354933061679,1713,668,1045,1
321,B_10kB,10240,1.0043118000030518,10196.036728801637,1906,1261,645,1
322,B_10kB,10240,1.0026185512542725,10213.256065519428,1555,670,885,1
323,B_10kB,10240,1.00762939453125,10162.466533406021,1529,789,740,1
324,B_10kB,10240,1.0087404251098633,10151.273553733854,1716,1488,228,1
325,B_10kB,10240,1.0033295154571533,10206.018902308764,2248,1135,1113,1
326,B_10kB,10240,2.0115480422973633,5090.606729086633,1321,771,550,1
327,B_10kB,10240,1.0028555393218994,10210.842537624092,916,696,220,1
328,B_10kB,10240,1.0036420822143555,10202.840416383582,795,385,410,1
329,B_10kB,10240,1.0035429000854492,10203.848783273828,1637,705,932,1
330,B_10kB,10240,1.007035732269287,10168.457455749709,1106,787,319,1
331,B_10kB,10240,1.0058226585388184,10180.721137139506,784,636,148,1
332,B_10kB,10240,1.007148265838623,10167.321284591053,1780,818,962,1
333,B_10kB,10240,1.0034291744232178,10205.005256983948,1059,861,198,1
